it,bt,km,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,car_links,Top Feature 3,Top Feature 4,Top Feature 5,Top Feature 6,Top Feature 7,Top Feature 8,commonIcon,Top Feature 9,Insurance Validity,Fuel Type,Seats,RTO,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Alloy Wheel Size,city,color
0,SUV,57167,2,Ford,Ford Ecosport,2019,6088,1.5 Petrol Titanium Plus AT BSIV,7.35,https://www.cardekho.com/buy-used-car-details/used-Ford-Ecosport-1.5-Petrol-Titanium-Plus-At-Bsiv-cars-Kolkata_d276c545-f65d-4e48-a974-8c413e55ff24.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB40,Automatic,15,1497,121.36,150,black,Ti-VCT Petrol Engine,3,4,DOHC,Direct Injection,No,No,3998,1765,1647,2519,1295,1290,1320,1705,6,FWD,Power,5.3,Disc,Drum,171.43,12.51,"Tubeless,Radial",4,352,16,Kolkata,black
0,Sedan,35100,1,Volkswagen,Volkswagen Vento,2018,1999,1.6 Highline,5.9,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-1.6-Highline-cars-Kolkata_ed0fd0a2-095e-478c-b2a1-ab8dfe841ca3.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB02,Manual,16,1598,103.2,153,grey,MPI Petrol Engine,4,4,DOHC,MPFI,No,No,4390,1699,1467,2553,1457,1500,1145,1680,5,FWD,Power,5.4,Disc,Drum,185,12.3,"Tubeless,Radial",4,494,15,Kolkata,grey
0,Hatchback,120000,1,Hyundai,Hyundai i10,2010,1586,Sportz 1.2,1.7,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Sportz-1.2-cars-Kolkata_7a9c5b61-1a1a-4a60-9f4a-6dcca1e70041.htm,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,20,1197,78.9,111.8,others,DOHC Engine,4,4,DOHC,MPFI,No,No,3585,1595,1550,2380,1400,1385,960,1340,5,FWD,Power,5.3,Disc,Drum,165,12.36,"Tubeless,Radial",4,510,13,Kolkata,others
0,Hatchback,60000,2,Hyundai,Hyundai Santro Xing,2010,1709,GL,1.3,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gl-cars-Kolkata_99966a2b-f3dc-45b7-9ab1-9e2949e7db0c.htm,Air Conditioner,Heater,Tinted Glass,Brake Assist,Child Safety Locks,Day Night Rear View Mirror,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,19,1086,62,96.1,others,In-Line Engine,4,3,SOHC,MPFI,No,No,3565,1525,1590,2380,1315,1300,854,1340,5,FWD,Power,4.4,Disc,Drum,141,16.2,"Tubeless,Radial",5,218,13,Kolkata,others
0,Sedan,60000,1,Chevrolet,Chevrolet Aveo,2008,402,1.4 LS Limited Edition,1.7,https://www.cardekho.com/used-car-details/used-Chevrolet-Aveo-1.4-Ls-Limited-Edition-cars-Kolkata_7db4c8d4-864e-48f6-bc98-1a53621aa741.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cassette Player,Third Party,Petrol,5,WB02,Manual,14,1399,94,12.9,others,In-Line Engine,4,4,DOHC,SEFI,No,No,4310,1710,1505,2480,1450,1430,1095,1505,5,FWD,Power,5.03,Disc,Drum,170,13.4,Tubeless Radial,4,400,14,Kolkata,others
0,Hatchback,10000,1,Maruti,Maruti Wagon R,2018,4322,VXI Optional,4.5,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Optional-cars-Kolkata_34ce3483-2803-4055-84a4-935308c518f6.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,21,998,67.04,90,others,K10B Petrol Engine,3,4,DOHC,CRDi,No,No,3599,1495,1700,2400,1295,1290,890,1350,5,FWD,Power,4.6,Disc,Drum,152,18.6,Tubeless Tyres,5,180,18,Kolkata,others
0,Sedan,55000,1,Maruti,Maruti Ciaz,2015,4012,ZDi Plus,4.5,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Zdi-Plus-cars-Kolkata_8a6da74e-fa68-401d-a457-c969269a0216.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Diesel,5,WB02,Manual,26,1248,88.5,200,brown,DDIS Diesel Engin,4,4,DOHC,CRDI,Yes,No,4490,1730,1485,2650,1495,1505,1105,1585,5,FWD,Power,5.4,Disc,Drum,164,15,"Tubeless, Radial",4,510,16,Kolkata,brown
0,Sedan,50000,1,Hyundai,Hyundai Accent,2011,1424,Executive,1.9,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Executive-cars-Kolkata_ff4dd5c1-c3e7-44fb-b0a4-c3b1722ba450.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,16,1495,93.7,124.6,others,Petrol Engine,4,3,SOHC,MPFI,No,No,4250,1670,1370,2440,1435,1425,1039,1525,5,FWD,Power,5,Disc,Drum,165,12.36,"Tubeless,Radial",4,380,13,Kolkata,others
0,Sedan,46980,2,Hyundai,Hyundai Verna,2015,1846,1.6 CRDi SX,4.94,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Verna-1.6-Crdi-Sx-cars-Kolkata_b6b9525d-4e48-455f-a5c7-5c173b90f7dc.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Diesel,5,WB26,Manual,24,1582,126.2,259.9,silver,U2 VGT Diesel Engine ,4,4,DOHC,CRDI,Yes,No,4375,1700,1475,2570,1295,1290,1270,1340,6,FWD,Power,5.2,Disc,Drum,190,10.62,Tubeless,4,465,16,Kolkata,silver
0,Hatchback,40535,1,Maruti,Maruti Swift,2019,10403,VXI,5.35,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Kolkata_04055f48-730f-441c-b891-dd42abec0cf9.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,WB02,Manual,22,1197,88.5,113,others,K Series Dual jet,4,4,DOHC,CRDI,Yes,No,3845,1735,1530,2450,1530,1530,875,1335,5,FWD,Hydraulic,4.8,Disc,Drum,165,12.36,"Radial, Tubeless",5,268,16,Kolkata,others
0,Hatchback,60020,1,Hyundai,Hyundai Santro Xing,2010,1711,GLS,1.55,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gls-cars-Kolkata_256847da-7ddd-4d0e-9066-edd1432c10c9.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB06,Manual,18,1086,62.1,96.1,grey,Petrol Engine ,3,4,SOHC,MPFI,No,No,3565,1525,1590,2380,1315,1300,825,1340,5,FWD,Power,4.4,Disc,Drum,165,12.36,"Tubeless,Radial",5,510,13,Kolkata,grey
0,Hatchback,787,1,Renault,Renault KWID,2022,8915,1.0 RXT AMT BSVI,5.57,https://www.cardekho.com/buy-used-car-details/used-Renault-Kwid-1.0-Rxt-Amt-Bsvi-cars-Kolkata_e2a1da16-6c2d-425c-8527-1a72a475ff25.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,WB24,Automatic,22,999,67.06,91,green,1.0 SCe,3,4,SOHC,MPFI,No,No,3731,1579,1474,2450,1295,1290,699,1340,5,FWD,Hydraulic,5.3,Disc,Drum,165,12.36,"Radial, Tubeless",5,279,13,Kolkata,green
0,Hatchback,50000,1,Renault,Renault Pulse,2013,5114,RxZ Optional,1.8,https://www.cardekho.com/used-car-details/used-Renault-Pulse-Rxz-Optional-cars-Kolkata_4fea1937-08e7-4a10-8da6-32816b9aa375.htm,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Diesel,5,WB01,Manual,23,1461,63.1,160,red,K9K In-Line Diesel Engine,4,2,SOHC,Common Rail Injection,No,No,3805,1665,1525,2450,1295,1290,725,1340,5,FWD,Power,4.65,Disc,Drum,165,12.36,"Tubeless,Radial",5,251,15,Kolkata,red
0,Sedan,40000,1,Hyundai,Hyundai Xcent,2019,5785,1.2 VTVT SX,5,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.2-Vtvt-Sx-cars-Kolkata_8256fb8c-eef8-49a3-ac39-ce4421b809b1.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,WB06,Manual,20,1197,81.86,113.75,others,1.2L Kappa Dual VTVT Petrol,4,4,DOHC,MPFI,No,No,3995,1660,1520,2425,1479,1493,1140,1340,5,FWD,Power,4.7,Disc,Drum,172,12.36,Tubeless,4,407,14,Kolkata,others
0,Hatchback,4187,1,Maruti,Maruti Alto 800,2020,7075,VXI BSVI,4.03,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Vxi-Bsvi-cars-Kolkata_92028914-140d-4e4d-8b6d-262fc4e904bb.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,WB26,Manual,22,796,47.33,69,red,F8D Petrol Engine,3,4,DOHC,MPFI,No,No,3445,1515,1475,2360,1295,1290,762,1185,5,FWD,Power,4.6,Disc,Drum,165,12.36,Tubeless Tyres,5,510,14,Kolkata,red
0,Sedan,13269,1,Hyundai,Hyundai Verna,2022,8397,S Plus,10.3,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-S-Plus-cars-Kolkata_0bacbfda-5746-4a87-a63e-7187bb06952c.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,WB16,Manual,18,1497,113.18,143.8,blue,1.5 l MPi petrol,4,4,DOHC with VIS,MPi,No,No,4440,1729,1475,2600,1295,1290,1160,1340,6,FWD,Hydraulic,5.3,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,R17,Kolkata,blue
0,Sedan,16000,1,Hyundai,Hyundai Verna,2021,7729,SX,10.5,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-Sx-cars-Kolkata_5b39b0a7-fa3c-4a88-90c4-c1c57e17602b.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,WB32,Manual,18,1497,113.18,143.8,red,1.5 l MPi petrol,4,4,DOHC with VIS,MPi,Yes,No,4440,1729,1475,2600,1295,1290,1180,1340,6,FWD,Hydraulic,5.3,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,16,Kolkata,red
0,Sedan,60000,1,Honda,Honda City,2021,7260,V MT,8.1,https://www.cardekho.com/used-car-details/used-Honda-City-V-Mt-cars-Kolkata_9deec8df-284c-4056-b822-3372b43aaae6.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,WB06,Manual,17,1497,117.6,145,others,i-VTEC,4,4,SOHC,MPi,Yes,No,4440,1695,1495,2600,1490,1480,1061,1436,5,FWD,Hydraulic,5.3,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,15,Kolkata,others
0,Sedan,47114,2,Honda,Honda City,2010,1247,1.5 V MT,2.35,https://www.cardekho.com/used-car-details/used-Honda-City-1.5-V-Mt-cars-Kolkata_a5ad809f-c817-412d-97bd-42473b3ad928.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB06,Manual,17,1497,118,146,gold,In-Line Engine,4,4,SOHC,EFI(Electronic Fuel Injection),No,No,4420,1695,1480,2550,1295,1290,1100,1340,5,FWD,Power,5.3,Disc,Drum,165,12.36,"Tubeless,Radial",4,506,15,Kolkata,golden
0,Sedan,50000,2,Honda,Honda City,2014,1279,i VTEC V,4.39,https://www.cardekho.com/used-car-details/used-Honda-City-I-Vtec-V-cars-Kolkata_e3cc02e4-e2fa-45e8-9c26-64c8724fe724.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB02,Manual,17,1497,117.3,145,others,i VTEC Engine,4,4,SOHC,PGM-Fi,No,No,4440,1695,1495,2600,1480,1465,1049,1340,5,FWD,Power,5.3,Disc,Drum,195,10,"Tubeless,Radial",4,510,15,Kolkata,others
0,Sedan,50000,2,Honda,Honda City,2014,1279,i VTEC V,4.39,https://www.cardekho.com/used-car-details/used-Honda-City-I-Vtec-V-cars-Kolkata_1d35b30d-7b3e-49ea-9309-c8b11ba2b199.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB02,Manual,17,1497,117.3,145,others,i VTEC Engine,4,4,SOHC,PGM-Fi,No,No,4440,1695,1495,2600,1480,1465,1049,1340,5,FWD,Power,5.3,Disc,Drum,195,10,"Tubeless,Radial",4,510,15,Kolkata,others
0,Hatchback,50000,2,Ford,Ford Figo,2011,1036,Petrol EXI,2,https://www.cardekho.com/used-car-details/used-Ford-Figo-Petrol-Exi-cars-Kolkata_172bc5a2-f8d1-439b-8a1c-209408220ca0.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,KA04,Manual,16,1196,70,102,others,Petrol Engine,4,4,DOHC,SEFI,No,No,3795,1680,1427,2489,1295,1290,1060,1340,5,Front Wheel Drive,Power,4.9,Disc,Drum,148,14.8,"Tubeless,Radial",5,284,14,Kolkata,others
0,Hatchback,20000,1,Chevrolet,Chevrolet Spark,2012,577,1.0 LT,2.1,https://www.cardekho.com/used-car-details/used-Chevrolet-Spark-1.0-Lt-cars-Kolkata_a8c0ea8d-3426-4a66-8935-ec025e0c87c0.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,16,995,62.1,90.3,others,SMARTECH Petrol Engine,4,2,DOHC,MPFI,No,No,3495,1495,1518,2345,1295,1290,1025,1340,5,FWD,Power,4.5,Disc,Drum,165,12.36,"Tubeless,Radial",5,170,14,Kolkata,others
0,Hatchback,41424,2,Honda,Honda Brio,2013,1202,EX MT,2.25,https://www.cardekho.com/used-car-details/used-Honda-Brio-Ex-Mt-cars-Kolkata_8ac8231c-a2d0-4bc8-b8e1-d56b47bdbf51.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,WB02,Manual,19,1198,86.8,109,silver,i-VTEC Engine,4,4,SOHC,PGM - Fi,No,No,3610,1680,1500,2345,1480,1465,915,1340,5,FWD,Power,4.5,Disc,Drum,165,12.36,"Tubeless,Radial",5,175,14,Kolkata,silver
0,Hatchback,23829,2,Maruti,Maruti Alto 800,2020,7075,VXI BSVI,3.78,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Vxi-Bsvi-cars-Kolkata_8be9cc04-44b6-4edf-ab60-23232fbc473c.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,WB08,Manual,22,796,47.33,69,red,F8D Petrol Engine,3,4,SOHC,PGM - Fi,No,No,3445,1515,1475,2360,1295,1290,762,1185,5,FWD,Power,4.6,Disc,Drum,165,12.36,Tubeless Tyres,5,510,14,Kolkata,red
0,Sedan,44199,1,Honda,Honda City,2019,5626,i-VTEC V,6.84,https://www.cardekho.com/buy-used-car-details/used-Honda-City-I-vtec-V-cars-Kolkata_2ce59e70-4c78-403f-93a2-eea46f9bbce0.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,WB02,Manual,17,1497,117.6,145,silver,i VTEC Engine,4,4,SOHC,PGM-Fi,No,No,4440,1695,1495,2600,1490,1480,1061,1436,5,FWD,Power,5.3,Disc,Drum,189,9.64,"Tubeless,Radial",4,510,15,Kolkata,silver
0,Sedan,40000,1,Hyundai,Hyundai Verna,2018,5967,VTVT 1.6 SX,8,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-Vtvt-1.6-Sx-cars-Kolkata_b09ba8ff-0e51-4d6d-b5c1-00c881ccfb68.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,17,1591,121.3,151,red,VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,4440,1729,1475,2600,1295,1290,1228,1340,6,FWD,Power,5.3,Disc,Drum,165,11.31,Tubeless,4,480,16,Kolkata,red
0,SUV,55625,1,Ford,Ford Ecosport,2015,901,1.0 Ecoboost Titanium,4.19,https://www.cardekho.com/buy-used-car-details/used-Ford-Ecosport-1.0-Ecoboost-Titanium-cars-Kolkata_166e3faf-4eb8-4d38-bec4-78f52a39d422.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB02,Manual,19,999,123.37,170,white,Ecoboost Petrol Engine ,3,4,DOHC,Direct Injection,Yes,No,3999,1765,1708,2520,1519,1524,1290,1740,5,FWD,Power,5.3,Disc,Drum,190,11,"Tubeless,Radial",5,346,16,Kolkata,white
0,Hatchback,29230,1,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,3.09,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Kolkata_bee0d083-1663-426f-9a28-49ff4584418f.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB08,Manual,21,998,67.04,90,silver,K10B Petrol Engine,3,4,DOHC,Direct Injection,No,No,3599,1495,1700,2400,1295,1290,885,1350,5,FWD,Power,4.6,Disc,Drum,152,18.6,Tubeless Tyres,5,180,16,Kolkata,silver
0,Sedan,30000,1,Maruti,Maruti Swift Dzire,2017,5831,LXI 1.2 BS IV,5.25,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Lxi-1.2-Bs-Iv-cars-Kolkata_0fafe695-19dd-4c6d-84d2-3be24e70987d.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB24,Manual,22,1197,81.8,113,others,K Series VVT Engine,4,4,DOHC,MPFI,No,No,3995,1735,1515,2450,1530,1520,860,1315,5,FWD,Hydraulic,4.8,Disc,Drum,165,12.6,"Tubeless,Radial",4,378,16,Kolkata,others
0,Hatchback,25152,1,Volkswagen,Volkswagen Polo,2019,7744,1.0 MPI Trendline,5.1,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-Polo-1.0-Mpi-Trendline-cars-Kolkata_4a778858-3002-4a0a-9300-1da636fb9731.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB06,Manual,18,999,75.1,95,white,1.0L MPI Petrol,3,4,DOHC,MPI,No,No,3971,1682,1469,2469,1460,1456,1015,1500,5,FWD,Hydraulic,4.9,Disc,Drum,165,12.36,"Tubeless,Radial",5,280,16,Kolkata,white
0,Sedan,62665,1,Maruti,Maruti Swift Dzire,2012,10244,VXI,2.89,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Kolkata_74fafc44-6e41-4a7e-b657-912b8355d820.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB02,Manual,22,1197,88.5,113,silver,TDI Diesel Engine ,4,4,DOHC,CRDi,Yes,No,3995,1735,1515,2450,1295,1290,880,1335,5,FWD,Hydraulic,4.8,Disc,Drum,165,12.36,"Tubeless, Radial",4,378,17,Kolkata,silver
0,Hatchback,76800,1,Maruti,Maruti Wagon R,2014,4310,VXI BS IV,2.73,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Kolkata_3c44ef53-9203-4f93-b06a-b635d5381104.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB20,Manual,21,998,67.04,90,brown,K10B Petrol Engine,3,4,DOHC,CRDi,No,No,3599,1495,1700,2400,1295,1290,885,1350,5,FWD,Power,4.6,Disc,Drum,152,18.6,Tubeless Tyres,5,180,17,Kolkata,brown
0,SUV,80000,1,Honda,Honda WR-V,2017,5668,i-VTEC VX,6,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-I-vtec-Vx-cars-Kolkata_6e406f3d-a794-4af6-95c2-7109f20dc477.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,WB01,Manual,18,1199,88.7,110,others,i-VTEC Petrol Engine,4,4,SOHC,MPFi,No,No,3999,1734,1601,2555,1295,1290,1103,1340,5,FWD,Hydraulic,5.3,Disc,Drum,164.26,15.31,"Tubeless,Radial",5,363,16,Kolkata,others
0,SUV,37833,2,Ford,Ford Ecosport,2016,7350,1.5 Petrol Titanium,5.1,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Petrol-Titanium-cars-Kolkata_2de32013-827b-4cef-9ef7-ea0d66624c25.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,WB02,Manual,16,1496,120.69,149,silver,Ti-VCT Petrol Engine,3,4,DOHC,Direct Injection,No,No,3998,1765,1647,2519,1295,1290,1225,1660,5,FWD,Hydraulic,5.3,Disc,Drum,165,12.36,"Tubeless,Radial",4,352,R16,Kolkata,silver
0,Hatchback,40000,1,Maruti,Maruti Alto 800,2015,3942,VXI,3,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Vxi-cars-Kolkata_f340ba90-38f3-4e5e-a5be-6d8a06bc4541.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,23,796,47.3,69,others,F8D Petrol Engine,3,4,DOHC,MPFi,No,No,3395,1490,1475,2360,1295,1290,725,1185,5,FWD,Power,4.6,Disc,Drum,140,19,Tubeless Tyres,5,177,R16,Kolkata,others
0,Sedan,80000,2,Hyundai,Hyundai Xcent,2014,1864,1.1 CRDi S Option,3,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.1-Crdi-S-Option-cars-Kolkata_c58ebe7c-baab-4a49-8440-eadf549c84b6.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Diesel,5,WB01,Manual,24,1120,71.01,180.4,others,U2 CRDI Diesel  Engine,3,4,DOHC,Direct Injection,No,No,3995,1660,1520,2425,1479,1493,1100,1340,5,FWD ,Power,4.7,Disc,Drum,156,18.6,"Tubeless,Radial",4,407,14,Kolkata,others
0,Hatchback,90000,2,Volkswagen,Volkswagen Polo,2014,1973,1.2 MPI Highline,2.9,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.2-Mpi-Highline-cars-Kolkata_db4fa4c9-a5aa-4d0f-a9fa-610c5f639db9.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,WB01,Manual,16,1198,74,110,blue,MPI Petrol Engine,3,4,DOHC,MPFI ,No,No,3971,1682,1469,2469,1460,1456,1053,1520,5,FWD,Power,4.97,Disc,Drum,165,14.2,"Tubeless,Radial",5,280,15,Kolkata,blue
